path,archetype
ArtemisArt/burri - alberto-burri_1915/burri_8.jpg,7
ArtemisArt/camoin - charles-camoin_1879/camoin_11.jpg,1
ArtemisArt/camoin - charles-camoin_1879/camoin_15.jpg,14
ArtemisArt/camoin - charles-camoin_1879/camoin_19.jpg,2
ArtemisArt/camoin - charles-camoin_1879/camoin_22.jpg,12
ArtemisArt/camoin - charles-camoin_1879/camoin_26.jpg,15
ArtemisArt/camoin - charles-camoin_1879/camoin_3.jpg,13
ArtemisArt/camoin - charles-camoin_1879/camoin_33.jpg,3
ArtemisArt/camoin - charles-camoin_1879/camoin_5.jpg,3
ArtemisArt/camoin - charles-camoin_1879/camoin_9.jpg,14
ArtemisArt/canaletto - giovanni-antonio-canal_1697/canaletto_12.jpg,0
ArtemisArt/canaletto - giovanni-antonio-canal_1697/canaletto_16.jpg,13
ArtemisArt/canaletto - giovanni-antonio-canal_1697/canaletto_2.jpg,2
ArtemisArt/canaletto - giovanni-antonio-canal_1697/canaletto_23.jpg,13
ArtemisArt/canaletto - giovanni-antonio-canal_1697/canaletto_27.jpg,9
ArtemisArt/canaletto - giovanni-antonio-canal_1697/canaletto_30.jpg,0
ArtemisArt/canaletto - giovanni-antonio-canal_1697/canaletto_34.jpg,15
ArtemisArt/canaletto - giovanni-antonio-canal_1697/canaletto_6.jpg,13
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_1.jpg,8
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_13.jpg,10
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_17.jpg,2
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_20.jpg,15
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_24.jpg,5
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_28.jpg,15
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_31.jpg,2
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_35.jpg,5
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_39.jpg,14
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_42.jpg,14
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_46.jpg,2
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_5.jpg,3
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_53.jpg,3
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_57.jpg,10
ArtemisArt/caravaggio - michelangelo-da-caravaggio_1571/caravaggio_9.jpg,6
ArtemisArt/carolus-duran - charles-durant-dit-carolus-duran_1837/carolus-duran_12.jpg,9
ArtemisArt/carolus-duran - charles-durant-dit-carolus-duran_1837/carolus-duran_16.jpg,0
ArtemisArt/carolus-duran - charles-durant-dit-carolus-duran_1837/carolus-duran_4.jpg,4
ArtemisArt/carolus-duran - charles-durant-dit-carolus-duran_1837/carolus-duran_8.jpg,11
ArtemisArt/carrache-a - annibale-carracci_1560/carrache-a_11.jpg,11
ArtemisArt/carrache-a - annibale-carracci_1560/carrache-a_15.jpg,0
ArtemisArt/carrache-a - annibale-carracci_1560/carrache-a_19.jpg,1
ArtemisArt/carrache-a - annibale-carracci_1560/carrache-a_22.jpg,6
ArtemisArt/carrache-a - annibale-carracci_1560/carrache-a_26.jpg,15
ArtemisArt/carrache-a - annibale-carracci_1560/carrache-a_3.jpg,14
ArtemisArt/carrache-a - annibale-carracci_1560/carrache-a_6.jpg,8
ArtemisArt/carriere - eugene-carriere_1849/carriere_1.jpg,5
ArtemisArt/carriere - eugene-carriere_1849/carriere_13.jpg,4
ArtemisArt/carriere - eugene-carriere_1849/carriere_17.jpg,2
ArtemisArt/carriere - eugene-carriere_1849/carriere_5.jpg,13
ArtemisArt/carriere - eugene-carriere_1849/carriere_9.jpg,11
ArtemisArt/carrington - leonora-carrington_1917/carrington_12.jpg,12
ArtemisArt/carrington - leonora-carrington_1917/carrington_16.jpg,5
ArtemisArt/carrington - leonora-carrington_1917/carrington_2.jpg,8
ArtemisArt/carrington - leonora-carrington_1917/carrington_23.jpg,8
ArtemisArt/carrington - leonora-carrington_1917/carrington_27.jpg,15
ArtemisArt/carrington - leonora-carrington_1917/carrington_30.jpg,6
ArtemisArt/carrington - leonora-carrington_1917/carrington_34.jpg,13
ArtemisArt/carrington - leonora-carrington_1917/carrington_38.jpg,9
ArtemisArt/carrington - leonora-carrington_1917/carrington_41.jpg,11
ArtemisArt/carrington - leonora-carrington_1917/carrington_45.jpg,13
ArtemisArt/carrington - leonora-carrington_1917/carrington_49.jpg,4
ArtemisArt/carrington - leonora-carrington_1917/carrington_52.jpg,11
ArtemisArt/carrington - leonora-carrington_1917/carrington_56.jpg,15
ArtemisArt/carrington - leonora-carrington_1917/carrington_6.jpg,2
ArtemisArt/carrington - leonora-carrington_1917/carrington_8.jpg,12
ArtemisArt/cavalier-d-arpin - giuseppe-cesari_1568/cavalier-d-arpin_11.jpg,2
ArtemisArt/cavalier-d-arpin - giuseppe-cesari_1568/cavalier-d-arpin_4.jpg,0
ArtemisArt/cavalier-d-arpin - giuseppe-cesari_1568/cavalier-d-arpin_8.jpg,4
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_100.jpg,10
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_104.jpg,13
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_108.jpg,1
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_13.jpg,13
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_17.jpg,8
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_20.jpg,1
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_24.jpg,1
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_28.jpg,8
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_31.jpg,-1
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_35.jpg,15
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_39.jpg,12
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_42.jpg,0
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_46.jpg,10
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_5.jpg,-1
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_53.jpg,15
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_57.jpg,2
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_60.jpg,7
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_64.jpg,14
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_68.jpg,10
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_71.jpg,6
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_75.jpg,2
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_79.jpg,7
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_82.jpg,4
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_86.jpg,7
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_9.jpg,15
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_93.jpg,5
ArtemisArt/cezanne - paul-cezanne_1839/cezanne_97.jpg,14
ArtemisArt/chagall - marc-chagall_1887/chagall_10.jpg,7
ArtemisArt/chagall - marc-chagall_1887/chagall_14.jpg,12
ArtemisArt/chagall - marc-chagall_1887/chagall_18.jpg,13
ArtemisArt/chagall - marc-chagall_1887/chagall_21.jpg,4
ArtemisArt/chagall - marc-chagall_1887/chagall_25.jpg,0
ArtemisArt/chagall - marc-chagall_1887/chagall_29.jpg,1
ArtemisArt/chagall - marc-chagall_1887/chagall_32.jpg,7
ArtemisArt/chagall - marc-chagall_1887/chagall_36.jpg,2
ArtemisArt/chagall - marc-chagall_1887/chagall_4.jpg,13
ArtemisArt/chagall - marc-chagall_1887/chagall_43.jpg,11
ArtemisArt/chagall - marc-chagall_1887/chagall_47.jpg,11
ArtemisArt/chagall - marc-chagall_1887/chagall_50.jpg,9
ArtemisArt/chagall - marc-chagall_1887/chagall_54.jpg,12
ArtemisArt/chagall - marc-chagall_1887/chagall_8.jpg,15
ArtemisArt/chaissac - gaston-chaissac_1910/chaissac_3.jpg,7
ArtemisArt/chaissac - gaston-chaissac_1910/chaissac_7.jpg,11
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_10.jpg,10
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_14.jpg,12
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_18.jpg,6
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_21.jpg,7
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_25.jpg,12
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_29.jpg,14
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_32.jpg,3
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_36.jpg,9
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_4.jpg,3
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_43.jpg,2
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_47.jpg,0
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_50.jpg,2
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_54.jpg,7
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_58.jpg,6
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_61.jpg,8
ArtemisArt/champaigne - philippe-de-champaigne_1602/champaigne_8.jpg,3
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_11.jpg,8
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_15.jpg,7
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_19.jpg,8
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_22.jpg,4
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_26.jpg,7
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_3.jpg,11
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_33.jpg,9
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_37.jpg,1
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_40.jpg,14
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_44.jpg,15
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_48.jpg,4
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_51.jpg,2
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_55.jpg,10
ArtemisArt/chardin - jean-baptiste-chardin_1699/chardin_6.jpg,14
ArtemisArt/chasseriau - theodore-chasseriau_1819/chasseriau_1.jpg,14
ArtemisArt/chasseriau - theodore-chasseriau_1819/chasseriau_13.jpg,2
ArtemisArt/chasseriau - theodore-chasseriau_1819/chasseriau_17.jpg,0
ArtemisArt/chasseriau - theodore-chasseriau_1819/chasseriau_20.jpg,7
ArtemisArt/chasseriau - theodore-chasseriau_1819/chasseriau_24.jpg,12
ArtemisArt/chasseriau - theodore-chasseriau_1819/chasseriau_28.jpg,4
ArtemisArt/chasseriau - theodore-chasseriau_1819/chasseriau_31.jpg,14
ArtemisArt/chasseriau - theodore-chasseriau_1819/chasseriau_35.jpg,14
ArtemisArt/chasseriau - theodore-chasseriau_1819/chasseriau_5.jpg,1
ArtemisArt/chasseriau - theodore-chasseriau_1819/chasseriau_9.jpg,2
ArtemisArt/chirico - giorgio-de-chirico_1886/chirico_12.jpg,4
ArtemisArt/chirico - giorgio-de-chirico_1886/chirico_16.jpg,6
ArtemisArt/chirico - giorgio-de-chirico_1886/chirico_2.jpg,5
ArtemisArt/chirico - giorgio-de-chirico_1886/chirico_23.jpg,7
ArtemisArt/chirico - giorgio-de-chirico_1886/chirico_27.jpg,2
ArtemisArt/chirico - giorgio-de-chirico_1886/chirico_30.jpg,4
ArtemisArt/chirico - giorgio-de-chirico_1886/chirico_34.jpg,13
ArtemisArt/chirico - giorgio-de-chirico_1886/chirico_38.jpg,15
ArtemisArt/chirico - giorgio-de-chirico_1886/chirico_41.jpg,4
ArtemisArt/chirico - giorgio-de-chirico_1886/chirico_7.jpg,-1
ArtemisArt/cimabue - cenni-di-pepo-dit-cimabue_1240/cimabue_10.jpg,3
ArtemisArt/cimabue - cenni-di-pepo-dit-cimabue_1240/cimabue_14.jpg,2
ArtemisArt/cimabue - cenni-di-pepo-dit-cimabue_1240/cimabue_5.jpg,10
ArtemisArt/cimabue - cenni-di-pepo-dit-cimabue_1240/cimabue_9.jpg,10
ArtemisArt/ciseri - antonio-ciseri_1821/ciseri_12.jpg,15
ArtemisArt/ciseri - antonio-ciseri_1821/ciseri_16.jpg,12
ArtemisArt/ciseri - antonio-ciseri_1821/ciseri_5.jpg,6
ArtemisArt/ciseri - antonio-ciseri_1821/ciseri_9.jpg,7
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_12.jpg,12
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_16.jpg,6
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_2.jpg,5
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_23.jpg,9
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_27.jpg,10
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_30.jpg,5
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_34.jpg,0
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_38.jpg,12
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_41.jpg,5
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_45.jpg,10
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_49.jpg,12
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_52.jpg,2
ArtemisArt/clouet-f - francois-clouet-et-son-atelier_1505/clouet-f_8.jpg,12
ArtemisArt/coello - alonso-sanchez-coello_1531/coello_2.jpg,15
ArtemisArt/coello - alonso-sanchez-coello_1531/coello_6.jpg,3
ArtemisArt/colquhoun - ithell-colquhoun_1906/colquhoun_1.jpg,5
ArtemisArt/colquhoun - ithell-colquhoun_1906/colquhoun_5.jpg,14
ArtemisArt/colquhoun - ithell-colquhoun_1906/colquhoun_9.jpg,5
ArtemisArt/condo - george-condo_1957/condo_12.jpg,10
ArtemisArt/condo - george-condo_1957/condo_16.jpg,8
ArtemisArt/condo - george-condo_1957/condo_2.jpg,14
ArtemisArt/condo - george-condo_1957/condo_23.jpg,15
ArtemisArt/condo - george-condo_1957/condo_27.jpg,2
ArtemisArt/condo - george-condo_1957/condo_30.jpg,11
ArtemisArt/condo - george-condo_1957/condo_34.jpg,2
ArtemisArt/condo - george-condo_1957/condo_38.jpg,12
ArtemisArt/condo - george-condo_1957/condo_41.jpg,14
ArtemisArt/condo - george-condo_1957/condo_45.jpg,13
ArtemisArt/condo - george-condo_1957/condo_49.jpg,12
ArtemisArt/condo - george-condo_1957/condo_52.jpg,2
ArtemisArt/condo - george-condo_1957/condo_56.jpg,11
ArtemisArt/condo - george-condo_1957/condo_6.jpg,0
ArtemisArt/condo - george-condo_1957/condo_63.jpg,2
ArtemisArt/condo - george-condo_1957/condo_67.jpg,13
ArtemisArt/condo - george-condo_1957/condo_70.jpg,4
ArtemisArt/condo - george-condo_1957/condo_74.jpg,14
ArtemisArt/condo - george-condo_1957/condo_78.jpg,6
ArtemisArt/condo - george-condo_1957/condo_81.jpg,2
ArtemisArt/constable - john-constable_1778/constable_11.jpg,14
ArtemisArt/constable - john-constable_1778/constable_15.jpg,1
ArtemisArt/constable - john-constable_1778/constable_19.jpg,0
ArtemisArt/constable - john-constable_1778/constable_22.jpg,15
ArtemisArt/constable - john-constable_1778/constable_26.jpg,8
ArtemisArt/constable - john-constable_1778/constable_3.jpg,12
ArtemisArt/constable - john-constable_1778/constable_33.jpg,10
ArtemisArt/constable - john-constable_1778/constable_37.jpg,7
ArtemisArt/constable - john-constable_1778/constable_40.jpg,15
ArtemisArt/constable - john-constable_1778/constable_44.jpg,15
ArtemisArt/constable - john-constable_1778/constable_48.jpg,11
ArtemisArt/constable - john-constable_1778/constable_51.jpg,15
ArtemisArt/constable - john-constable_1778/constable_55.jpg,2
ArtemisArt/constable - john-constable_1778/constable_8.jpg,3
ArtemisArt/corneille-de-lyon - cornelius-de-lyon-et-son-atelier_1505/corneille-de-lyon_11.jpg,10
ArtemisArt/corneille-de-lyon - cornelius-de-lyon-et-son-atelier_1505/corneille-de-lyon_15.jpg,3
ArtemisArt/corneille-de-lyon - cornelius-de-lyon-et-son-atelier_1505/corneille-de-lyon_19.jpg,3
ArtemisArt/corneille-de-lyon - cornelius-de-lyon-et-son-atelier_1505/corneille-de-lyon_22.jpg,7
ArtemisArt/corneille-de-lyon - cornelius-de-lyon-et-son-atelier_1505/corneille-de-lyon_26.jpg,9
ArtemisArt/corneille-de-lyon - cornelius-de-lyon-et-son-atelier_1505/corneille-de-lyon_3.jpg,8
ArtemisArt/corneille-de-lyon - cornelius-de-lyon-et-son-atelier_1505/corneille-de-lyon_33.jpg,12
ArtemisArt/corneille-de-lyon - cornelius-de-lyon-et-son-atelier_1505/corneille-de-lyon_37.jpg,5
ArtemisArt/corneille-de-lyon - cornelius-de-lyon-et-son-atelier_1505/corneille-de-lyon_40.jpg,0
ArtemisArt/corneille-de-lyon - cornelius-de-lyon-et-son-atelier_1505/corneille-de-lyon_6.jpg,13
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_1.jpg,13
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_102.jpg,11
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_106.jpg,3
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_11.jpg,4
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_113.jpg,5
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_117.jpg,14
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_120.jpg,6
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_124.jpg,1
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_128.jpg,5
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_131.jpg,2
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_135.jpg,1
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_139.jpg,12
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_142.jpg,10
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_146.jpg,5
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_15.jpg,2
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_153.jpg,3
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_17.jpg,8
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_20.jpg,9
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_24.jpg,4
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_28.jpg,14
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_31.jpg,3
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_35.jpg,1
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_39.jpg,13
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_42.jpg,4
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_46.jpg,4
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_5.jpg,7
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_53.jpg,0
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_57.jpg,8
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_60.jpg,7
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_64.jpg,4
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_68.jpg,13
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_71.jpg,10
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_75.jpg,2
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_79.jpg,4
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_82.jpg,5
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_86.jpg,0
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_9.jpg,1
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_93.jpg,2
ArtemisArt/corot - jean-baptiste-camille-corot_1796/corot_97.jpg,14
ArtemisArt/correge - antonio-allegri-dit-correge_1489/correge_10.jpg,7
ArtemisArt/correge - antonio-allegri-dit-correge_1489/correge_4.jpg,2
ArtemisArt/correge - antonio-allegri-dit-correge_1489/correge_8.jpg,7
ArtemisArt/courbet - gustave-courbet_1819/courbet_11.jpg,3
ArtemisArt/courbet - gustave-courbet_1819/courbet_15.jpg,1
ArtemisArt/courbet - gustave-courbet_1819/courbet_19.jpg,7
ArtemisArt/courbet - gustave-courbet_1819/courbet_22.jpg,3
ArtemisArt/courbet - gustave-courbet_1819/courbet_26.jpg,7
ArtemisArt/courbet - gustave-courbet_1819/courbet_3.jpg,11
ArtemisArt/courbet - gustave-courbet_1819/courbet_33.jpg,4
ArtemisArt/courbet - gustave-courbet_1819/courbet_37.jpg,12
ArtemisArt/courbet - gustave-courbet_1819/courbet_40.jpg,9
ArtemisArt/courbet - gustave-courbet_1819/courbet_44.jpg,13
ArtemisArt/courbet - gustave-courbet_1819/courbet_48.jpg,1
ArtemisArt/courbet - gustave-courbet_1819/courbet_51.jpg,7
ArtemisArt/courbet - gustave-courbet_1819/courbet_55.jpg,9
ArtemisArt/courbet - gustave-courbet_1819/courbet_59.jpg,9
ArtemisArt/courbet - gustave-courbet_1819/courbet_62.jpg,15
ArtemisArt/courbet - gustave-courbet_1819/courbet_66.jpg,11
ArtemisArt/courbet - gustave-courbet_1819/courbet_9.jpg,11
ArtemisArt/coxcie - michiel-coxcie_1499/coxcie_3.jpg,13
ArtemisArt/coxcie - michiel-coxcie_1499/coxcie_7.jpg,11
ArtemisArt/coypel-a - antoine-coypel_1661/coypel-a_2.jpg,1
ArtemisArt/coypel-a - antoine-coypel_1661/coypel-a_6.jpg,10
ArtemisArt/coypel-ca - charles-antoine-coypel_1694/coypel-ca_10.jpg,0
ArtemisArt/coypel-ca - charles-antoine-coypel_1694/coypel-ca_2.jpg,14
ArtemisArt/coypel-ca - charles-antoine-coypel_1694/coypel-ca_6.jpg,4
ArtemisArt/cranach-l - lucas-cranach-dit-l-ancien_1472/cranach-l_1.jpg,5
ArtemisArt/cranach-l - lucas-cranach-dit-l-ancien_1472/cranach-l_13.jpg,5
ArtemisArt/cranach-l - lucas-cranach-dit-l-ancien_1472/cranach-l_17.jpg,5
ArtemisArt/cranach-l - lucas-cranach-dit-l-ancien_1472/cranach-l_20.jpg,0
ArtemisArt/cranach-l - lucas-cranach-dit-l-ancien_1472/cranach-l_24.jpg,1
ArtemisArt/cranach-l - lucas-cranach-dit-l-ancien_1472/cranach-l_28.jpg,10
ArtemisArt/cranach-l - lucas-cranach-dit-l-ancien_1472/cranach-l_31.jpg,6
ArtemisArt/cranach-l - lucas-cranach-dit-l-ancien_1472/cranach-l_4.jpg,13
ArtemisArt/cranach-l - lucas-cranach-dit-l-ancien_1472/cranach-l_8.jpg,1
ArtemisArt/crepin - fleury-joseph-crepin_1875/crepin_11.jpg,12
ArtemisArt/crepin - fleury-joseph-crepin_1875/crepin_15.jpg,13
ArtemisArt/crepin - fleury-joseph-crepin_1875/crepin_19.jpg,12
ArtemisArt/crepin - fleury-joseph-crepin_1875/crepin_3.jpg,4
ArtemisArt/crepin - fleury-joseph-crepin_1875/crepin_7.jpg,15
ArtemisArt/cross - henri-edmond-joseph-delacroix-dit-cross_1858/cross_10.jpg,5
ArtemisArt/cross - henri-edmond-joseph-delacroix-dit-cross_1858/cross_4.jpg,12
ArtemisArt/cross - henri-edmond-joseph-delacroix-dit-cross_1858/cross_8.jpg,13
ArtemisArt/da-empoli - jacopo-chimenti-dit-da-empoli_1551/da-empoli_11.jpg,13
ArtemisArt/da-empoli - jacopo-chimenti-dit-da-empoli_1551/da-empoli_4.jpg,9
ArtemisArt/da-empoli - jacopo-chimenti-dit-da-empoli_1551/da-empoli_8.jpg,11
ArtemisArt/da-fabriano - gentile-da-fabriano_1370/da-fabiano_2.jpg,10
ArtemisArt/da-fabriano - gentile-da-fabriano_1370/da-fabiano_6.jpg,11
ArtemisArt/da-milano - giovanni-da-milano_1320/da-milano_1.jpg,1
ArtemisArt/da-milano - giovanni-da-milano_1320/da-milano_13.jpg,5
ArtemisArt/da-milano - giovanni-da-milano_1320/da-milano_4.jpg,14
ArtemisArt/da-milano - giovanni-da-milano_1320/da-milano_8.jpg,15
ArtemisArt/da-rimini-gf - giovanni-francesco-da-rimini_1420/da-rimini-gf_11.jpg,14
ArtemisArt/da-rimini-gf - giovanni-francesco-da-rimini_1420/da-rimini-gf_3.jpg,11
